experiment_id,scenario,tenant,phase,sequence,message_id,sqs_sent_ms,handler_started_ms,dwell_ms,work_ms
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,0,da99fd14-d467-4d32-ac59-e1b9e836a694,1783798296589,1783798296604,15,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,0,e4400ca9-037e-463c-b63e-0a6b16939a17,1783798296592,1783798296608,16,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,1,5f77e385-6e35-43c8-a97c-63ad05a064a1,1783798297089,1783798297106,17,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,1,2ba212e0-723f-429f-9a29-02ac22823248,1783798297089,1783798297112,23,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,2,4f793897-6bbc-4f30-9ad8-a61ff26cbd4b,1783798297595,1783798297612,17,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,2,7fcf47c7-f3a4-44dc-b2c9-9438777e19b7,1783798297603,1783798297619,16,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,3,e0e34889-9e37-44d9-8b39-a707ab44fb12,1783798298089,1783798298103,14,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,3,efc732c6-4deb-41c2-be4f-230c5c8c2b74,1783798298091,1783798298108,17,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,4,10ee58f1-9543-4510-a666-657aacbd9099,1783798298594,1783798298607,13,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,4,70ae01a8-ca1d-4be7-9a47-58941372b88e,1783798298594,1783798298613,19,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,5,02a110ed-9a3f-437e-af28-a9a4602715ba,1783798299088,1783798299103,15,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,5,c8e6a493-8912-4272-a93a-b46bf081be70,1783798299088,1783798299106,18,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,6,c73e822b-c07d-4652-ac94-5efca2fa42db,1783798299589,1783798299602,13,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,6,cb5ad334-49db-442f-8d47-60bf6b8ef1cb,1783798299589,1783798299603,14,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,7,31b84052-b398-4513-8716-2b1438240c6b,1783798300089,1783798300102,13,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,7,3d17ac67-fc3b-4c15-95c3-2eaec77d92ff,1783798300087,1783798300109,22,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,8,85d30485-6164-4c71-a6f3-923f7b2e0ee9,1783798300593,1783798300607,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,8,f770d640-a64d-4b69-83fa-a02f2f18b5bc,1783798300593,1783798300609,16,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,9,125efc7f-b057-4363-8965-c4d2e8799f17,1783798301089,1783798301104,15,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,9,1e6da47f-4d83-4210-a51a-b16083671c03,1783798301088,1783798301120,32,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,10,9d8dec88-8b0b-4830-b60e-6c68d337e365,1783798301587,1783798301603,16,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,10,a6b7c788-c2d1-4739-94fa-e14a47dffa2e,1783798301589,1783798301603,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,11,58672185-2c05-46ee-8802-c65e066e2ef8,1783798302089,1783798302102,13,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,11,acc92644-f228-447a-8482-2651917a6f0e,1783798302088,1783798302104,16,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,12,433b65ff-3ed1-4a5f-af63-9e8ee8e05cd1,1783798302588,1783798302603,15,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,12,b9d82907-6d98-4c3e-a185-58f7ea4824a9,1783798302588,1783798302608,20,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,13,eafcc563-0feb-4515-84ed-821c6895420b,1783798303089,1783798303102,13,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,13,8ba9efe8-c7ad-47c9-b28b-7a9ee4bbb480,1783798303088,1783798303114,26,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,14,760f24e7-d1ca-4656-8ca6-acafb9368372,1783798303589,1783798303605,16,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,14,2a4baae0-8f08-4a28-b15f-ea317e160ea3,1783798303591,1783798303608,17,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,15,9caaa299-26df-45bb-aa3d-fa10a47b3262,1783798304089,1783798304103,14,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,15,b6be8ff7-cd37-451e-83ef-50ce7218c071,1783798304089,1783798304104,15,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,16,fae1b6e0-b762-4a02-8b86-5ea8641ddc33,1783798304588,1783798304602,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,16,aea60e2c-a054-4813-b274-55ad63058874,1783798304588,1783798304605,17,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,17,29124f72-7915-46d6-a041-bc3b90cb95bc,1783798305089,1783798305103,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,17,e5c33044-8768-4460-843e-e6b9cfb24c09,1783798305089,1783798305107,18,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,18,203bbdcc-0c48-494e-abd9-541fb931fc0f,1783798305594,1783798305609,15,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,18,6595db4b-efe3-4248-ad4a-e643e79afef3,1783798305595,1783798305609,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,C,baseline,19,23c77e5b-8676-410b-a0da-cb731ec1102b,1783798306089,1783798306103,14,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,C,baseline,19,5dcbd859-947e-4bad-9aff-f0dd53d61924,1783798306089,1783798306103,14,2000
low-concurrency-20260711T193136.540788972Z,baseline-c20,B,baseline,20,cbee5786-1766-4d0a-b861-e12278ea7a52,1783798306591,1783798306605,14,2000
low-concurrency-20260711T193136.540788972Z,fair-c20,B,baseline,20,755b943f-39df-4666-bbb2-b5984b3b87e3,1783798306591,1783798306614,23,2000
